108000 | 2 | 0000
109000 | 0 | 0000
110000 | 1 | 0000
111000 | 2 | 0000
112000 | 1 | 0000
113000 | 2 | 0000
114000 | 1 | 0000
115000 | 1 | 0000
116000 | 1 | 0000
117000 | 1 | 0000
118000 | 0 | 0000
119000 | 0 | 0000
120000 | 0 | 0000
121000 | 0 | 0000
122000 | 2 | 0000
123000 | 2 | 0000
124000 | 2 | 0000
125000 | 2 | 0000
126000 | 0 | 0000
127000 | 1 | 0000
128000 | 2 | 0000
129000 | 0 | 0000
130000 | 1 | 0000
131000 | 2 | 0000
132000 | 1 | 0000
133000 | 1 | 0000
134000 | 1 | 0000
135000 | 1 | 0000
136000 | 0 | 0000
137000 | 0 | 0000
138000 | 0 | 0000
139000 | 0 | 0000
140000 | 2 | 0000
141000 | 2 | 0000
142000 | 2 | 0000
143000 | 2 | 0000
144000 | 1 | 0000
145000 | 0 | 0000
146000 | 1 | 0000
147000 | 0 | 0000
148000 | 2 | 0000
149000 | 0 | 0000
150000 | 2 | 0000
151000 | 0 | 0000
152000 | 1 | 0000
153000 | 2 | 0000
154000 | 1 | 0000
155000 | 2 | 0000
156000 | 1 | 0000
157000 | 1 | 0000
158000 | 1 | 0000
159000 | 1 | 0000
160000 | 0 | 0000
161000 | 0 | 0000
162000 | 0 | 0000
163000 | 0 | 0000
164000 | 2 | 0000
165000 | 2 | 0000
166000 | 2 | 0000
167000 | 2 | 0000
168000 | 2 | 0000
169000 | 0 | 0000
170000 | 2 | 0000
171000 | 0 | 0000
172000 | 1 | 0000
173000 | 2 | 0000
174000 | 1 | 0000
175000 | 2 | 0000
176000 | 1 | 0000
177000 | 1 | 0000
178000 | 1 | 0000
179000 | 1 | 0000
180000 | 0 | 0000
181000 | 0 | 0000
182000 | 0 | 0000
183000 | 0 | 0000
184000 | 2 | 0000
185000 | 2 | 0000
